3.790000000000000036e+00,0.000000000000000000e+00
3.800000000000000266e+00,0.000000000000000000e+00
3.810000000000000053e+00,0.000000000000000000e+00
3.820000000000000284e+00,0.000000000000000000e+00
3.830000000000000071e+00,0.000000000000000000e+00
3.840000000000000302e+00,0.000000000000000000e+00
3.850000000000000089e+00,0.000000000000000000e+00
3.860000000000000320e+00,6.263048016701461621e-03
3.870000000000000107e+00,2.713987473903966760e-02
3.880000000000000338e+00,3.966597077244259084e-02
3.890000000000000124e+00,6.471816283924843038e-02
3.900000000000000355e+00,8.559498956158663463e-02
3.910000000000000142e+00,1.043841336116910212e-01
3.920000000000000373e+00,1.294363256784968608e-01
3.930000000000000160e+00,1.450939457202505278e-01
3.940000000000000391e+00,1.711899791231732693e-01
3.950000000000000178e+00,1.680584551148225358e-01
3.960000000000000409e+00,1.805845511482254695e-01
3.970000000000000195e+00,1.816283924843423714e-01
3.980000000000000426e+00,1.878914405010438382e-01
3.990000000000000213e+00,1.878914405010438382e-01
4.000000000000000000e+00,2.045929018789144072e-01
4.009999999999999787e+00,2.108559498956158740e-01
4.020000000000000462e+00,2.150313152400835093e-01
4.030000000000000249e+00,2.160751565762004112e-01
4.040000000000000036e+00,2.202505219206680742e-01
4.049999999999999822e+00,2.171189979123173408e-01
4.060000000000000497e+00,2.150313152400835093e-01
4.070000000000000284e+00,2.171189979123173408e-01
4.080000000000000071e+00,2.192066805845511446e-01
4.089999999999999858e+00,2.212943632567849761e-01
4.100000000000000533e+00,2.275574112734864429e-01
4.110000000000000320e+00,2.223382045929018780e-01
4.120000000000000107e+00,2.306889352818371486e-01
4.129999999999999893e+00,2.233820459290187799e-01
4.140000000000000568e+00,2.212943632567849761e-01
4.150000000000000355e+00,2.254697286012526114e-01
4.160000000000000142e+00,2.192066805845511446e-01
4.169999999999999929e+00,2.192066805845511446e-01
4.180000000000000604e+00,2.233820459290187799e-01
4.190000000000000391e+00,2.212943632567849761e-01
